Comment,processed_text,tokens
poco M3 atau infinix yang di video?,poco m infinix video,"['poco', 'm', 'infinix', 'video']"
"Gw udh beli hp infinix baru bulan kemaren gegara liat review bg david, dan emang bagus, thanks ya bang",gw udh beli hp infinix kemaren gegara liat review bg david emang bagus thanks ya bang,"['gw', 'udh', 'beli', 'hp', 'infinix', 'kemaren', 'gegara', 'liat', 'review', 'bg', 'david', 'emang', 'bagus', 'thanks', 'ya', 'bang']"
Sama. Saya juga beli Hot 11S gara2 reviewnya David dan secara keseluruhan saya suka performa dari HP ini,beli hot s gara reviewnya david suka performa hp,"['beli', 'hot', 's', 'gara', 'reviewnya', 'david', 'suka', 'performa', 'hp']"
@@wildannandawicaksana5004 baterai aman gk,wildannandawicaksana baterai aman gk,"['wildannandawicaksana', 'baterai', 'aman', 'gk']"
@@mutmainnahinnah1698 Kalau buat sosmed atau chatting an bisa seharian tapi kalau buat main intense setengah hari saja,mutmainnahinnah sosmed chatting an hari main intense,"['mutmainnahinnah', 'sosmed', 'chatting', 'an', 'hari', 'main', 'intense']"
"@@wildannandawicaksana5004  dapet sot sekitaran brp bro, dan skrng masih ada gk tuh hp di tokoh offline",wildannandawicaksana dapet sot sekitar brp bro skrng gk tuh hp tokoh offline,"['wildannandawicaksana', 'dapet', 'sot', 'sekitar', 'brp', 'bro', 'skrng', 'gk', 'tuh', 'hp', 'tokoh', 'offline']"
@@mutmainnahinnah1698 Kalau yg took offline saya kurang tahu Karen's saya belinya di toko online,mutmainnahinnah yg took offline karens beli toko online,"['mutmainnahinnah', 'yg', 'took', 'offline', 'karens', 'beli', 'toko', 'online']"
Infinix mantap,infinix mantap,"['infinix', 'mantap']"
Infinix hot 5 xos punya saya besar suara speaker nya anda itu bohong kamera bagus baterai awet,infinix hot xos suara speaker nya bohong kamera bagus baterai awet,"['infinix', 'hot', 'xos', 'suara', 'speaker', 'nya', 'bohong', 'kamera', 'bagus', 'baterai', 'awet']"
klw sama samsung a22 bagusan mana bang?,klw samsung a bagus bang,"['klw', 'samsung', 'a', 'bagus', 'bang']"
Untung fhd layarnya kalo tidak fhd bisa kasat mata dan sakit,untung fhd layar kalo fhd kasat mata sakit,"['untung', 'fhd', 'layar', 'kalo', 'fhd', 'kasat', 'mata', 'sakit']"
lah mirip HP gw dong,hp gw,"['hp', 'gw']"
pengalaman gw pake infinix ini enak bet buat main genshin,alam gw pake infinix enak bet main genshin,"['alam', 'gw', 'pake', 'infinix', 'enak', 'bet', 'main', 'genshin']"
0:34 Minecraft uda 10 thn lebih,minecraft uda thn,"['minecraft', 'uda', 'thn']"
"Infinix sama samsung bagusan mana??

Bantu jawab ya..saya lagi cari hp😇",infinix samsung bagus bantu yasaya cari hp,"['infinix', 'samsung', 'bagus', 'bantu', 'yasaya', 'cari', 'hp']"
"Kalo dari brandnya bagusan Samsung, cuma kalo cari yg lebih murah ya infinix",kalo brandnya bagus samsung kalo cari yg murah ya infinix,"['kalo', 'brandnya', 'bagus', 'samsung', 'kalo', 'cari', 'yg', 'murah', 'ya', 'infinix']"
Lah hp gua .😂,hp gua,"['hp', 'gua']"
kualitas infinix JELEK suka ngehang sendiri,kualitas infinix jelek suka ngehang,"['kualitas', 'infinix', 'jelek', 'suka', 'ngehang']"
Masak mas. Kalau punya saya alhamdulillah aman,masak mas alhamdulillah aman,"['masak', 'mas', 'alhamdulillah', 'aman']"
Punya gw ga tuh,gw ga tuh,"['gw', 'ga', 'tuh']"
Gw kagak,gw kagak,"['gw', 'kagak']"
Sales ixomi 🤣🤣,sales ixomi,"['sales', 'ixomi']"
Bang kalau apl PUBGnya di hps bisa kan bang ya?,bang apl pubgnya hps bang ya,"['bang', 'apl', 'pubgnya', 'hps', 'bang', 'ya']"
"Infinix hot 11 s nfc vs realme 8, bgus mna??? Mau beli bingung sama k2 hp ini",infinix hot s nfc vs realme bgus mna beli bingung k hp,"['infinix', 'hot', 's', 'nfc', 'vs', 'realme', 'bgus', 'mna', 'beli', 'bingung', 'k', 'hp']"
Kirim Bang Hp Nya,kirim bang hp nya,"['kirim', 'bang', 'hp', 'nya']"
Sama aku HP pakai itu tapi 3jt,hp pakai jt,"['hp', 'pakai', 'jt']"
Sama HPnya tapi aku beli 3jt,hpnya beli jt,"['hpnya', 'beli', 'jt']"
"gua kemaren mau beli Redmi ehh kehabisan mana bajet gua kurang dengan menyesal gua coba coba beli Infinix HOT 11S NFC awal beli kecewa sih ko beli hp kaya gini sempat nyesal. tp setelah gua aktifin gua mainin pandangan gua sama infinix berubah drastis gila ne hp bisa kaya gini amat yaa, peforma yang ditawarkan diluar expetasi keren sumpah makasih infinix telah menjawab kebutuhan gua sumpah ga jadi nyesal gua beli.",gua kemaren beli redmi ehh habis bajet gua sesal gua coba coba beli infinix hot s nfc beli kecewa sih ko beli hp kaya gin nyesal tp gua aktifin gua mainin pandang gua infinix ubah drastis gila ne hp kaya gin yaa forma tawar luar expetasi keren sumpah makasih infinix butuh gua sumpah ga nyesal gua beli,"['gua', 'kemaren', 'beli', 'redmi', 'ehh', 'habis', 'bajet', 'gua', 'sesal', 'gua', 'coba', 'coba', 'beli', 'infinix', 'hot', 's', 'nfc', 'beli', 'kecewa', 'sih', 'ko', 'beli', 'hp', 'kaya', 'gin', 'nyesal', 'tp', 'gua', 'aktifin', 'gua', 'mainin', 'pandang', 'gua', 'infinix', 'ubah', 'drastis', 'gila', 'ne', 'hp', 'kaya', 'gin', 'yaa', 'forma', 'tawar', 'luar', 'expetasi', 'keren', 'sumpah', 'makasih', 'infinix', 'butuh', 'gua', 'sumpah', 'ga', 'nyesal', 'gua', 'beli']"
"Mau beli tp msh ragu karna byk keluhan setelah update os ny malah ilang fp nya, trs ga ada watermark jam dan tanggal d kamera ny",beli tp msh ragu karna byk keluh update os ny ilang fp nya trs ga watermark jam tanggal d kamera ny,"['beli', 'tp', 'msh', 'ragu', 'karna', 'byk', 'keluh', 'update', 'os', 'ny', 'ilang', 'fp', 'nya', 'trs', 'ga', 'watermark', 'jam', 'tanggal', 'd', 'kamera', 'ny']"
"Liat doang kagak beli
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
Ya itu saya ☝🙃",liat doang kagak beli ya,"['liat', 'doang', 'kagak', 'beli', 'ya']"
mending hot 11nfc atau zero 5g?,mending hot nfc zero g,"['mending', 'hot', 'nfc', 'zero', 'g']"
"Bang klo infinix ada pengaturan buat suaranya, Jadi Cari aja d settingan, trus suara, trus suara DTS, klo mode game suaranya pelan bang, klo mode musik suaranya keras banget, bisa di atur juga",bang klo infinix atur suara cari aja d settingan trus suara trus suara dts klo mode game suara pelan bang klo mode musik suara keras banget atur,"['bang', 'klo', 'infinix', 'atur', 'suara', 'cari', 'aja', 'd', 'settingan', 'trus', 'suara', 'trus', 'suara', 'dts', 'klo', 'mode', 'game', 'suara', 'pelan', 'bang', 'klo', 'mode', 'musik', 'suara', 'keras', 'banget', 'atur']"
Hp gw itu,hp gw,"['hp', 'gw']"
Makasih kak. aku sekarang nonton pake hp infinix hot 11s nfc,makasih kak nonton pake hp infinix hot s nfc,"['makasih', 'kak', 'nonton', 'pake', 'hp', 'infinix', 'hot', 's', 'nfc']"
Bismillah bisa beli th ini,bismillah beli th,"['bismillah', 'beli', 'th']"
Aamiin semoga ya bang,aamiin moga ya bang,"['aamiin', 'moga', 'ya', 'bang']"
Alhamdulilah kebeli,alhamdulilah kebel,"['alhamdulilah', 'kebel']"
"otomatis kumpulin duit buat beli hp 
moga aja terbeli ya amin😊",otomatis kumpulin duit beli hp moga aja beli ya amin,"['otomatis', 'kumpulin', 'duit', 'beli', 'hp', 'moga', 'aja', 'beli', 'ya', 'amin']"
mending 6/128 apa 4/64? beda dikit kan harganya... worth it gak,mending beda dikit harga worth it gak,"['mending', 'beda', 'dikit', 'harga', 'worth', 'it', 'gak']"
"Infinix memang bagus, tapi suara entah kenapa selalu rusak/sember lama lama.. Infinix note 8 gua suaranya sember dan sekarang dicolong orang. Resmi note 10s juga dicolong baru seminggu beli 😭",infinix bagus suara rusaksember infinix note gua suara sember colong orang resmi note s colong minggu beli,"['infinix', 'bagus', 'suara', 'rusaksember', 'infinix', 'note', 'gua', 'suara', 'sember', 'colong', 'orang', 'resmi', 'note', 's', 'colong', 'minggu', 'beli']"
"Bang knpa hp infinix saya yang baru dibeli 1bulan ditombol on-off nya panas y...

Tuk servis infinix dimana y?",bang knpa hp infinix beli tombol onoff nya panas y tuk servis infinix mana y,"['bang', 'knpa', 'hp', 'infinix', 'beli', 'tombol', 'onoff', 'nya', 'panas', 'y', 'tuk', 'servis', 'infinix', 'mana', 'y']"
"Lagi ngumpulin pengguna Realme yang nonton video ini. 

Realme C2 hadir.",ngumpulin guna realme nonton video realme c hadir,"['ngumpulin', 'guna', 'realme', 'nonton', 'video', 'realme', 'c', 'hadir']"
Klu buat maen gime bagus kg bang,klu maen gime bagus kg bang,"['klu', 'maen', 'gime', 'bagus', 'kg', 'bang']"
"Untuk hape 1,9jt-an bisa dibilang bagus kalau main game seperti mobile legends, codm, apex legend bahkan genshin impact.

Tapi semakin banyak ram yang dibutuhkan untuk game tersebut, semakin cepat juga baterai terkuras dan hape panas.",hape jtan bilang bagus main game mobile legends codm apex legend genshin impact ram butuh game cepat baterai kuras hape panas,"['hape', 'jtan', 'bilang', 'bagus', 'main', 'game', 'mobile', 'legends', 'codm', 'apex', 'legend', 'genshin', 'impact', 'ram', 'butuh', 'game', 'cepat', 'baterai', 'kuras', 'hape', 'panas']"
Kalo dilihat wujudnya mirip infinix note 11 pro,kalo wujud infinix note pro,"['kalo', 'wujud', 'infinix', 'note', 'pro']"
"Gw baru pertama beli hp Infinix,pas gw liat review dan buka komen,katanya UI nya ada iklan,tapi gw bingung iklan nya dimana,tapi notifikasi nya rame banget jir,untung nya bisa di ilangin,untuk UI nya enak si.",gw beli hp infinixpas gw liat review buka komenkatanya ui nya iklantapi gw bingung iklan nya dimanatapi notifikasi nya rame banget jiruntung nya ilanginuntuk ui nya enak si,"['gw', 'beli', 'hp', 'infinixpas', 'gw', 'liat', 'review', 'buka', 'komenkatanya', 'ui', 'nya', 'iklantapi', 'gw', 'bingung', 'iklan', 'nya', 'dimanatapi', 'notifikasi', 'nya', 'rame', 'banget', 'jiruntung', 'nya', 'ilanginuntuk', 'ui', 'nya', 'enak', 'si']"
Alhamdulilah udah bisa nonton ni video pake infinix hot 11s nfc,alhamdulilah udah nonton ni video pake infinix hot s nfc,"['alhamdulilah', 'udah', 'nonton', 'ni', 'video', 'pake', 'infinix', 'hot', 's', 'nfc']"
Sama yg varian 6/128 gua,yg varian gua,"['yg', 'varian', 'gua']"
@@cyronexel6953 sama sy juga ambil yg 6/128,cyronexel sy ambil yg,"['cyronexel', 'sy', 'ambil', 'yg']"
"Buat perbandingan dong bang, hape oppo a74 sama oppo a76 bagusan mana",banding bang hape oppo a oppo a bagus,"['banding', 'bang', 'hape', 'oppo', 'a', 'oppo', 'a', 'bagus']"
"ak bru bli tggl 20 hrga 2,499 brooo",ak bru bli tggl hrga brooo,"['ak', 'bru', 'bli', 'tggl', 'hrga', 'brooo']"
Aku cuma 2.200,,[]
"Bang David tonlong upload Vidio cara full screen main game ff bang, karena aku udah nyari gaketemu ketemu udah nonton YouTube juga gaada yang cocok",bang david tonlong upload vidio full screen main game ff bang udah nyari gaketemu ketemu udah nonton youtube gaada cocok,"['bang', 'david', 'tonlong', 'upload', 'vidio', 'full', 'screen', 'main', 'game', 'ff', 'bang', 'udah', 'nyari', 'gaketemu', 'ketemu', 'udah', 'nonton', 'youtube', 'gaada', 'cocok']"
Gw main biasa biasa aja,gw main aja,"['gw', 'main', 'aja']"
Infinix cuma di indo yang goncang bang kalau yang di edar di Eropa + ada earphone nya juga,infinix indo goncang bang edar eropa earphone nya,"['infinix', 'indo', 'goncang', 'bang', 'edar', 'eropa', 'earphone', 'nya']"
"kalo Buat Game Sekelas MW,Warpath,PUBG atau Game2 berat Laennya Infinix Hot 11 nFC Ngelag Ga atau Msh kuat Ga??",kalo game kelas mwwarpathpubg game berat laennya infinix hot nfc ngelag ga msh kuat ga,"['kalo', 'game', 'kelas', 'mwwarpathpubg', 'game', 'berat', 'laennya', 'infinix', 'hot', 'nfc', 'ngelag', 'ga', 'msh', 'kuat', 'ga']"
"Gw main modern warship,codm, 3-4 jam,masih lancar suhu sekitar 35-40° ,di MW pake settingan medium/high,kalo codm medium aja dah enak,gw beli yg 4/64 Rp.2.080.000 di toko offline.",gw main modern warshipcodm jammasih lancar suhu mw pake settingan mediumhighkalo codm medium aja dah enakgw beli yg rp toko offline,"['gw', 'main', 'modern', 'warshipcodm', 'jammasih', 'lancar', 'suhu', 'mw', 'pake', 'settingan', 'mediumhighkalo', 'codm', 'medium', 'aja', 'dah', 'enakgw', 'beli', 'yg', 'rp', 'toko', 'offline']"
"Gada lag ny gua maen
Pubg
Ff
Modern warship
Ml 
Apex",gada lag ny gua maen pubg ff modern warship ml apex,"['gada', 'lag', 'ny', 'gua', 'maen', 'pubg', 'ff', 'modern', 'warship', 'ml', 'apex']"
Fps 60 stuck lancar,fps stuck lancar,"['fps', 'stuck', 'lancar']"
"Gua pake yg varian 6/128 
Sebenarnya si udh gua tambahin ram ny jadi 9gb 
Gua beli di toko ofline 2,4",gua pake yg varian si udh gua tambahin ram ny gb gua beli toko ofline,"['gua', 'pake', 'yg', 'varian', 'si', 'udh', 'gua', 'tambahin', 'ram', 'ny', 'gb', 'gua', 'beli', 'toko', 'ofline']"
"Genshin mayan ngelag kalau udh panas, CODM kuat, Apex mobile fps stabil, Dead by Daylight gk bisa disetting high.",genshin mayan ngelag udh panas codm kuat apex mobile fps stabil dead by daylight gk disetting high,"['genshin', 'mayan', 'ngelag', 'udh', 'panas', 'codm', 'kuat', 'apex', 'mobile', 'fps', 'stabil', 'dead', 'by', 'daylight', 'gk', 'disetting', 'high']"
Masih kuat,kuat,['kuat']
@@cyronexel6953 gmn cara nambahin ramnya,cyronexel gmn nambahin ram,"['cyronexel', 'gmn', 'nambahin', 'ram']"
@@zephyr9049 Kalo Yg 6/128Gb Brp bro,zephyr kalo yg gb brp bro,"['zephyr', 'kalo', 'yg', 'gb', 'brp', 'bro']"
bang coba camera malem nya. gila terang banget bang.,bang coba camera malem nya gila terang banget bang,"['bang', 'coba', 'camera', 'malem', 'nya', 'gila', 'terang', 'banget', 'bang']"
"gara² video ini jadi beli infinix hot 11s nfc. 😂
bukan buat main game, buat kerja ngedit video via VN, CapCut, Kinemaster Pro. Buka barengan kaga ada crash/ngelagnya sama sekali. Gokil si.
Batre lumayan irit, asalkan layanan lokasi jangan dihidupin terus bikin boros.",gara video beli infinix hot s nfc main game kerja ngedit video via vn capcut master pro buka bareng kaga crashngelagnya gokil si batre lumayan irit layan lokasi dihidupin bikin boros,"['gara', 'video', 'beli', 'infinix', 'hot', 's', 'nfc', 'main', 'game', 'kerja', 'ngedit', 'video', 'via', 'vn', 'capcut', 'master', 'pro', 'buka', 'bareng', 'kaga', 'crashngelagnya', 'gokil', 'si', 'batre', 'lumayan', 'irit', 'layan', 'lokasi', 'dihidupin', 'bikin', 'boros']"
Ram yg berapa ni kk pilihannya,ram yg ni kk pilih,"['ram', 'yg', 'ni', 'kk', 'pilih']"
@@rozafirdaus6039 6/128 kak,rozafirdaus kak,"['rozafirdaus', 'kak']"
@@erzars31 harganya berapa?,erzars harga,"['erzars', 'harga']"
"@@rozafirdaus6039 lupa kak, boleh gugling.",rozafirdaus lupa kak gugling,"['rozafirdaus', 'lupa', 'kak', 'gugling']"
Klo hp infinix hilang bisakah di lacak kak?🙏🙏🥺,klo hp infinix hilang lacak kak,"['klo', 'hp', 'infinix', 'hilang', 'lacak', 'kak']"
Alhamdulillah udah kebeli😁 bagus kok,alhamdulillah udah kebel bagus,"['alhamdulillah', 'udah', 'kebel', 'bagus']"
Spek lumayan bgs...👍😁,spek lumayan bgs,"['spek', 'lumayan', 'bgs']"
Gw pke infinik nih bagus baget cepet pke main gime paling agresif,gw pke infinik nih bagus baget cepet pke main gime agresif,"['gw', 'pke', 'infinik', 'nih', 'bagus', 'baget', 'cepet', 'pke', 'main', 'gime', 'agresif']"
Klo buat video agak gimana gitu suaranya kurang jernih soalnya saya suka buat video lewat hp. Speakernya juga klo di low in agak kurang denger. But overall sih worth it,klo video gimana gitu suara jernih suka video hp speakernya klo low in denger but overall sih worth it,"['klo', 'video', 'gimana', 'gitu', 'suara', 'jernih', 'suka', 'video', 'hp', 'speakernya', 'klo', 'low', 'in', 'denger', 'but', 'overall', 'sih', 'worth', 'it']"
"MMM menurut gw bagus,rekam suara gw sendiri masih kek suara asli,kalo untuk speaker paling low kecil banget pas di gedein 1x langsung kenceng,agak aneh🗿",mmm gw bagusrekam suara gw kek suara aslikalo speaker low banget pas gedein x langsung kencengagak aneh,"['mmm', 'gw', 'bagusrekam', 'suara', 'gw', 'kek', 'suara', 'aslikalo', 'speaker', 'low', 'banget', 'pas', 'gedein', 'x', 'langsung', 'kencengagak', 'aneh']"
"Bg, kalo abg mau jual bekas nya saya minst bg",bg kalo abg jual bekas nya minst bg,"['bg', 'kalo', 'abg', 'jual', 'bekas', 'nya', 'minst', 'bg']"
bang itu kalau kamera infinix nya harus di klik yang 50 di bagian atas pengaturan kamera nya buat dapat hasil camera 50mp,bang kamera infinix nya klik atur kamera nya hasil camera mp,"['bang', 'kamera', 'infinix', 'nya', 'klik', 'atur', 'kamera', 'nya', 'hasil', 'camera', 'mp']"
Warna nya ada apa aja ?,warna nya aja,"['warna', 'nya', 'aja']"
"Ada tiga varian warna yg tersedia yaitu Purple, Green Wave sama polar black",varian warna yg sedia purple green wave polar black,"['varian', 'warna', 'yg', 'sedia', 'purple', 'green', 'wave', 'polar', 'black']"
"Recommended banget sih, Alhamdulillah gua nonton video ini pake hp infinix hot 11s harga 2,5jt an doang dah mantap.apalagi dapat update tambahan ram virtual 3gb recommended banget sih 🤩",recommended banget sih alhamdulillah gua nonton video pake hp infinix hot s harga jt an doang dah mantapapalagi update tambah ram virtual gb recommended banget sih,"['recommended', 'banget', 'sih', 'alhamdulillah', 'gua', 'nonton', 'video', 'pake', 'hp', 'infinix', 'hot', 's', 'harga', 'jt', 'an', 'doang', 'dah', 'mantapapalagi', 'update', 'tambah', 'ram', 'virtual', 'gb', 'recommended', 'banget', 'sih']"
Gimana Tuh Cara Ngebukanya,gimana tuh ngebukanya,"['gimana', 'tuh', 'ngebukanya']"
Dapt drimana tambahannya kk,dapt drimana tambah kk,"['dapt', 'drimana', 'tambah', 'kk']"
Ditahun ini bisa work gak bang hp ya,tahun work gak bang hp ya,"['tahun', 'work', 'gak', 'bang', 'hp', 'ya']"
Bang minta atu dong hpnya gua kaga punya hp..,bang atu hpnya gua kaga hp,"['bang', 'atu', 'hpnya', 'gua', 'kaga', 'hp']"
Tdiny mau beli inifnix hot 11s eh malah beli infinix note 10 pro,tdiny beli inifnix hot s eh beli infinix note pro,"['tdiny', 'beli', 'inifnix', 'hot', 's', 'eh', 'beli', 'infinix', 'note', 'pro']"
Hasil fotonya kayak lebih bagus samsung a50 yg gw punya,hasil foto kayak bagus samsung a yg gw,"['hasil', 'foto', 'kayak', 'bagus', 'samsung', 'a', 'yg', 'gw']"
14:24 Hampir Gaada Jedanya,gaada jeda,"['gaada', 'jeda']"
Speaker nya ada dua itu bang dibagian atas layar sebelah tengah soalnya saya pake hp itu,speaker nya bang bagi layar belah pake hp,"['speaker', 'nya', 'bang', 'bagi', 'layar', 'belah', 'pake', 'hp']"
Beli online atau offline kak?,beli online offline kak,"['beli', 'online', 'offline', 'kak']"
"Iya,suara nya dah bagus ,bisa diatur di settingan juga",iyasuara nya dah bagus atur settingan,"['iyasuara', 'nya', 'dah', 'bagus', 'atur', 'settingan']"
Sama infinix note 10 pro bagusan mana buat game?,infinix note pro bagus game,"['infinix', 'note', 'pro', 'bagus', 'game']"
Hp ini cepet rusak ngga?,hp cepet rusak ngga,"['hp', 'cepet', 'rusak', 'ngga']"
Tergantung owner yg make lah,gantung owner yg make,"['gantung', 'owner', 'yg', 'make']"
Hp Infinix kuat,hp infinix kuat,"['hp', 'infinix', 'kuat']"
Pengen banget hp itu hehe,ken banget hp hehe,"['ken', 'banget', 'hp', 'hehe']"
Mendingan Infinix Hot 11 NFC dari pada Advan GX kalo segi harga.. 😂😂😂,mending infinix hot nfc advan gx kalo segi harga,"['mending', 'infinix', 'hot', 'nfc', 'advan', 'gx', 'kalo', 'segi', 'harga']"
Minus batre aja boros gtau knp dh dri awal buy,minus batre aja boros gtau knp dh dri buy,"['minus', 'batre', 'aja', 'boros', 'gtau', 'knp', 'dh', 'dri', 'buy']"
"Iya,gw main game 3-4 jam dari 100% aja ngurang 30%",iyagw main game jam aja ngurang,"['iyagw', 'main', 'game', 'jam', 'aja', 'ngurang']"
"Kira² tahun 2022 masih worth it ngga buat di beli bang? Dihitung tahun ini game² yg ada di konten sudah di update, MOHON DIJAWAB 🙏",kira worth it ngga beli bang hitung game yg konten update mohon,"['kira', 'worth', 'it', 'ngga', 'beli', 'bang', 'hitung', 'game', 'yg', 'konten', 'update', 'mohon']"
ane beli bulan maret kemarin gan. Aman sih,ane beli maret kemarin gan aman sih,"['ane', 'beli', 'maret', 'kemarin', 'gan', 'aman', 'sih']"
"Bang..cba infinix2 test touch nya deh,soalnya yg seri note 8 kya nya msh krg..",bangcba infinix test touch nya dehsoalnya yg seri note kya nya msh krg,"['bangcba', 'infinix', 'test', 'touch', 'nya', 'dehsoalnya', 'yg', 'seri', 'note', 'kya', 'nya', 'msh', 'krg']"
"Udh pake hp ini 4 bln, adaptive brightness nya bener2 payah, siang hari walau didlm ruangan redup, brightness selalu hampir maksimal, harus nurunin scr manual. Banyak bloatware, dan iklan palmstore nya intrusive bahkan ketika ga buka appnya (muncul popup di home). Yah ada harga ada rupa.",udh pake hp bln adaptive brightness nya bener payah siang didlm ruang redup brightness maksimal nurunin scr manual bloatware iklan palmstore nya intrusive ga buka appnya muncul popup home yah harga rupa,"['udh', 'pake', 'hp', 'bln', 'adaptive', 'brightness', 'nya', 'bener', 'payah', 'siang', 'didlm', 'ruang', 'redup', 'brightness', 'maksimal', 'nurunin', 'scr', 'manual', 'bloatware', 'iklan', 'palmstore', 'nya', 'intrusive', 'ga', 'buka', 'appnya', 'muncul', 'popup', 'home', 'yah', 'harga', 'rupa']"
Ada minus lain ga gan?,minus ga gan,"['minus', 'ga', 'gan']"
Riview hp realme narzo 50 donk,riview hp realme narzo donk,"['riview', 'hp', 'realme', 'narzo', 'donk']"
Serius nanya ada infinix hot 11s yg finger di belakang itu versi mana sih?,serius nanya infinix hot s yg finger versi sih,"['serius', 'nanya', 'infinix', 'hot', 's', 'yg', 'finger', 'versi', 'sih']"
Klo yg baru rilis ya hot 12i klo ga salah,klo yg rilis ya hot i klo ga salah,"['klo', 'yg', 'rilis', 'ya', 'hot', 'i', 'klo', 'ga', 'salah']"
"India,",india,['india']
"Di samping,bareng sama tombol power,cepet respon nya.",sampingbareng tombol powercepet respon nya,"['sampingbareng', 'tombol', 'powercepet', 'respon', 'nya']"
Toko pedia toko pedia toko pedia,toko dia toko dia toko dia,"['toko', 'dia', 'toko', 'dia', 'toko', 'dia']"
Mantap bro👌,mantap bro,"['mantap', 'bro']"
Bang bagusan poco ×3 apa infinix yang lu review bang,bang bagus poco infinix lu review bang,"['bang', 'bagus', 'poco', 'infinix', 'lu', 'review', 'bang']"
Oppo vivo itu nub,oppo vivo nub,"['oppo', 'vivo', 'nub']"
Saigan relmi ciomi,saigan relmi ciomi,"['saigan', 'relmi', 'ciomi']"
17 Mei 2022 msh nntn dan sudah pke infinik hot 11s nfc,mei msh nntn pke infinik hot s nfc,"['mei', 'msh', 'nntn', 'pke', 'infinik', 'hot', 's', 'nfc']"
Gimana performa nya bg? Bagus KH?,gimana performa nya bg bagus kh,"['gimana', 'performa', 'nya', 'bg', 'bagus', 'kh']"
@@selcouth_van ak baru beli tapi cepet habis batre nya,selcouth van ak beli cepet habis batre nya,"['selcouth', 'van', 'ak', 'beli', 'cepet', 'habis', 'batre', 'nya']"
@@muhammaddzakwan4952 pemakaian nonstop main game butuh brp jam buat batre tinggal 20%?,muhammaddzakwan pakai nonstop main game butuh brp jam batre tinggal,"['muhammaddzakwan', 'pakai', 'nonstop', 'main', 'game', 'butuh', 'brp', 'jam', 'batre', 'tinggal']"
@@otosakaoreki8901 main ml rata kanan 25 menit ngabisin 15% batre,otosakaoreki main ml kanan menit ngabisin batre,"['otosakaoreki', 'main', 'ml', 'kanan', 'menit', 'ngabisin', 'batre']"
@@vianschumacher oooo,vianschumacher oooo,"['vianschumacher', 'oooo']"
@@selcouth_van puas .seh.harga 2 jt.dpt ram 6/128.performa.bgus.spek lengkap,selcouth van puas sehharga jtdpt ram performabgusspek lengkap,"['selcouth', 'van', 'puas', 'sehharga', 'jtdpt', 'ram', 'performabgusspek', 'lengkap']"
Layar nya FHD GK tajam jernih  gk bro layarnya enak gk di mata gk sakit gk di mata,layar nya fhd gk tajam jernih gk bro layar enak gk mata gk sakit gk mata,"['layar', 'nya', 'fhd', 'gk', 'tajam', 'jernih', 'gk', 'bro', 'layar', 'enak', 'gk', 'mata', 'gk', 'sakit', 'gk', 'mata']"
"@@nandaimim6910 biasa aja sih,kalo menurut gua jernihan a52s",nandaimim aja sihkalo gua jernih as,"['nandaimim', 'aja', 'sihkalo', 'gua', 'jernih', 'as']"
@@vianschumacher kalo.xiomi note 9 gimana jernih gk atau sama ajah kaya infinix hot 11s,vianschumacher kaloxiomi note gimana jernih gk ajah kaya infinix hot s,"['vianschumacher', 'kaloxiomi', 'note', 'gimana', 'jernih', 'gk', 'ajah', 'kaya', 'infinix', 'hot', 's']"
@@nandaimim6910 gatau gua bro gua ga ada hp note 9,nandaimim gatau gua bro gua ga hp note,"['nandaimim', 'gatau', 'gua', 'bro', 'gua', 'ga', 'hp', 'note']"
Hot 11.s.hrga sgitu spek lengkap.g da bug.lyar tajam.kamera ok..,hot shrga sgitu spek lengkapg da buglyar tajamkamera ok,"['hot', 'shrga', 'sgitu', 'spek', 'lengkapg', 'da', 'buglyar', 'tajamkamera', 'ok']"
@@otosakaoreki8901 Batre GK boros. awet GK.sedeng lah,otosakaoreki batre gk boros awet gksedeng,"['otosakaoreki', 'batre', 'gk', 'boros', 'awet', 'gksedeng']"
Bismillah kebeli pekan ini,bismillah kebel pekan,"['bismillah', 'kebel', 'pekan']"
Kalo sama redmi note 11 mending yg mana ya? Plus minusnya dari kedua hp tsb. Thank you,kalo redmi note mending yg ya plus minus hp tsb thank you,"['kalo', 'redmi', 'note', 'mending', 'yg', 'ya', 'plus', 'minus', 'hp', 'tsb', 'thank', 'you']"
Harga,harga,['harga']
Alhamdulillah kebeli 😁,alhamdulillah kebel,"['alhamdulillah', 'kebel']"
Buat main enak gk bro?,main enak gk bro,"['main', 'enak', 'gk', 'bro']"
@@muhammadrifqi6967 enak bgt,muhammadrifqi enak bgt,"['muhammadrifqi', 'enak', 'bgt']"
"Cuma kalah tenar aja merek infinix soal performa dll bisa bersaing gw udah beli hp ini udah hampir 2 bulan lancar jaya tanpa ada masalah apapun, rasa penasaran gw udah terpenuhi 😅",kalah tenar aja merek infinix performa dll saing gw udah beli hp udah lancar jaya apa penasaran gw udah penuh,"['kalah', 'tenar', 'aja', 'merek', 'infinix', 'performa', 'dll', 'saing', 'gw', 'udah', 'beli', 'hp', 'udah', 'lancar', 'jaya', 'apa', 'penasaran', 'gw', 'udah', 'penuh']"
Ketika lagu kematian di kumandangkan editor bilek: wik wik wika-wika,lagu mati kumandang editor bilek wik wik wikawika,"['lagu', 'mati', 'kumandang', 'editor', 'bilek', 'wik', 'wik', 'wikawika']"
