Comment,processed_text,tokens,sentiment_label,sentiment_score
Iya mantap,iya mantap,"['iya', 'mantap']",positive,5
"jujur saya nyesel banget beli redmi 10  setelah liat video ini
hp dengan spek yang gak bisa dibilang hp jelek buat gaming 
dan juga untuk os xiaomi sendiri juga banyak kendala setiap update
pas pertama beli redmi 10 juga bisa terbilang harga normal buat hp yg spek nya lumayan bagus 
tapi jadi nyesel setelah tau ada hp dengan spek yg hampir sama cuman harganya bisa bikin bertanya tanya  
bayangin aja 6/128 harganya sekarang 11/12 sama redmi 10 yang 4/64",jujur nyesel banget beli redmi liat video hp spek gak bilang hp jelek gaming os xiaomi kendala update pas beli redmi bilang harga normal hp yg spek nya lumayan bagus nyesel tau hp spek yg cuman harga bikin bayangin aja harga redmi,"['jujur', 'nyesel', 'banget', 'beli', 'redmi', 'liat', 'video', 'hp', 'spek', 'gak', 'bilang', 'hp', 'jelek', 'gaming', 'os', 'xiaomi', 'kendala', 'update', 'pas', 'beli', 'redmi', 'bilang', 'harga', 'normal', 'hp', 'yg', 'spek', 'nya', 'lumayan', 'bagus', 'nyesel', 'tau', 'hp', 'spek', 'yg', 'cuman', 'harga', 'bikin', 'bayangin', 'aja', 'harga', 'redmi']",positive,-5
coba test game CODM bang,coba test game codm bang,"['coba', 'test', 'game', 'codm', 'bang']",positive,3
Lancar,lancar,['lancar'],positive,2
Semua game populer lancar,game populer lancar,"['game', 'populer', 'lancar']",positive,9
"Saran aja sih, selain test game android coba deh test emulator juga spt AetherSX, Dolphin, dsb. Soalnya menurut ku testing pada emulator bakal  menentukan kualitas hp terutama dalam hal gaming dan daya tahan baterai.",saran aja sih test game android coba deh test emulator spt aethersx dolphin dsb ku testing emulator tentu kualitas hp gaming daya tahan baterai,"['saran', 'aja', 'sih', 'test', 'game', 'android', 'coba', 'deh', 'test', 'emulator', 'spt', 'aethersx', 'dolphin', 'dsb', 'ku', 'testing', 'emulator', 'tentu', 'kualitas', 'hp', 'gaming', 'daya', 'tahan', 'baterai']",positive,0
Kuat Bro,kuat bro,"['kuat', 'bro']",positive,-1
"Infinix Note 12 8/128 Rp 2.500.000
Infinix Hot 11s NFC 6/128 Rp 2.000.000
Redmi Note 10s 8/128 2.650.000
Redmi Watch 2 Lite Rp 675.000 
Yang minat monggo.. Link Tokped ada",infinix note rp infinix hot s nfc rp redmi note s redmi watch lite rp minat monggo link tokped,"['infinix', 'note', 'rp', 'infinix', 'hot', 's', 'nfc', 'rp', 'redmi', 'note', 's', 'redmi', 'watch', 'lite', 'rp', 'minat', 'monggo', 'link', 'tokped']",positive,3
"Bismillah bulan September ini semoga bisa kebeli infinix hot 11s nfc 6/128 🤲😌 ... Gw udh ada dana 1,8 tapi dapet yg 4/64 , tanggung banget , ywdah gw sabar aja ngumpulin lagi buat dapetin yg 6/128",bismillah september moga kebel infinix hot s nfc gw udh dana dapet yg tanggung banget ywdah gw sabar aja ngumpulin dapetin yg,"['bismillah', 'september', 'moga', 'kebel', 'infinix', 'hot', 's', 'nfc', 'gw', 'udh', 'dana', 'dapet', 'yg', 'tanggung', 'banget', 'ywdah', 'gw', 'sabar', 'aja', 'ngumpulin', 'dapetin', 'yg']",positive,12
@@Memepowerr gue kasih 1.9 bro kalo mau gpp.. 👌🏽,memepowerr gue kasih bro kalo gpp,"['memepowerr', 'gue', 'kasih', 'bro', 'kalo', 'gpp']",positive,1
@@AldrichAmmar link,aldrichammar link,"['aldrichammar', 'link']",neutral,0
"Gua beli 5bulan lalu 2,4 toko offline 🥲",gua beli toko offline,"['gua', 'beli', 'toko', 'offline']",negative,-4
Itu udah gorila glass ?,udah gorila glass,"['udah', 'gorila', 'glass']",neutral,0
ada pelindung cuma bukan gorila entah apa lah namanya lupa,lindung gorila nama lupa,"['lindung', 'gorila', 'nama', 'lupa']",positive,2
@@usephidayat7275 g lah klo jatuh langsung pecah,usephidayat g klo jatuh langsung pecah,"['usephidayat', 'g', 'klo', 'jatuh', 'langsung', 'pecah']",positive,1
@@cyronexel6953 berarti anti gores biasa doang ya,cyronexel anti gores doang ya,"['cyronexel', 'anti', 'gores', 'doang', 'ya']",positive,0
Kekurangan kaga bisa gcam..,kurang kaga gcam,"['kurang', 'kaga', 'gcam']",negative,-3
Memang buat gaming sedang . Infinix gak fokus buat jualan cmra kayak oviv dan oddo,gaming infinix gak fokus jual cmra kayak oviv oddo,"['gaming', 'infinix', 'gak', 'fokus', 'jual', 'cmra', 'kayak', 'oviv', 'oddo']",positive,-1
@@Tersuki-Suki009 kalo infinik suka rusak gak bang,tersukisuki kalo infinik suka rusak gak bang,"['tersukisuki', 'kalo', 'infinik', 'suka', 'rusak', 'gak', 'bang']",positive,1
bro kasih saran dong ini bingung mau ambil infinix 11s atau redmi 10c buat sosmed aja ?,bro kasih saran bingung ambil infinix s redmi c sosmed aja,"['bro', 'kasih', 'saran', 'bingung', 'ambil', 'infinix', 's', 'redmi', 'c', 'sosmed', 'aja']",neutral,-4
"Jelas infinix 11s nfc -,-

Dari ram jg lebih oke infinix terus chipset Helio G88 vs Snapdragon 680 hasilnya G88 punya keunggulan lebih banyak",infinix s nfc ram jg oke infinix chipset hio g vs snapdragon hasil g unggul,"['infinix', 's', 'nfc', 'ram', 'jg', 'oke', 'infinix', 'chipset', 'hio', 'g', 'vs', 'snapdragon', 'hasil', 'g', 'unggul']",positive,5
Sosmed narzo 50i prime aja 1.2jt wkwkk,sosmed narzo i prime aja jt wkwkk,"['sosmed', 'narzo', 'i', 'prime', 'aja', 'jt', 'wkwkk']",positive,1
@@Zoyzackzack mending yg infinix not11,zoyzackzack mending yg infinix not,"['zoyzackzack', 'mending', 'yg', 'infinix', 'not']",positive,-1
Suara y nympreng.klo suara gx full kya suara jangkrik,suara y nymprengklo suara gx full kya suara jangkrik,"['suara', 'y', 'nymprengklo', 'suara', 'gx', 'full', 'kya', 'suara', 'jangkrik']",positive,3
"kakk, mau nanya kalau beli hp ini di jarak hampir setahun ini masih wort it gakk yaa?? mohon dijawab yaa kakk makasii 😁",kakk nanya beli hp jarak tahun wort it gakk yaa mohon yaa kakk makasii,"['kakk', 'nanya', 'beli', 'hp', 'jarak', 'tahun', 'wort', 'it', 'gakk', 'yaa', 'mohon', 'yaa', 'kakk', 'makasii']",positive,-2
"Untuk hp dengan harga yang sama ini termasuk yang terbaik

Jadi dipake 2/3 tahun pun masih wort it ( kecuali kalo dipake buat main game berat )",hp harga baik dipake wort it kecuali kalo dipake main game berat,"['hp', 'harga', 'baik', 'dipake', 'wort', 'it', 'kecuali', 'kalo', 'dipake', 'main', 'game', 'berat']",positive,7
Harganya yang 6/128 pun skrng cuma 2jt aja,harga skrng jt aja,"['harga', 'skrng', 'jt', 'aja']",positive,4
Bang kok infinix yg series S cuma S5 dong🤗,bang infinix yg series s s,"['bang', 'infinix', 'yg', 'series', 's', 's']",neutral,0
"Bagusan Infinix dulu njir, sekarang gak kerasa",bagus infinix njir gak rasa,"['bagus', 'infinix', 'njir', 'gak', 'rasa']",negative,-7
"Youtube nya sampe sekarang belum di setting ya bagian loading screen nya per menit itu khusus ngebahas apa, jadi tinggal geser skip ke menit itu aja tanpa buang waktu",youtube nya sampe setting ya loading screen nya menit khusus ngebahas tinggal geser skip menit aja buang,"['youtube', 'nya', 'sampe', 'setting', 'ya', 'loading', 'screen', 'nya', 'menit', 'khusus', 'ngebahas', 'tinggal', 'geser', 'skip', 'menit', 'aja', 'buang']",positive,-4
Udah bertahun2 setia sma samsung dan akhirnya infinix jadi pilihan hot 11 s nfc,udah tahun setia sma samsung infinix pilih hot s nfc,"['udah', 'tahun', 'setia', 'sma', 'samsung', 'infinix', 'pilih', 'hot', 's', 'nfc']",negative,-10
mendig samsung a32 4g,mendig samsung a g,"['mendig', 'samsung', 'a', 'g']",neutral,0
Semua sudah enak sayang audio nya infinik kurang mantap boos,enak sayang audio nya infinik mantap boos,"['enak', 'sayang', 'audio', 'nya', 'infinik', 'mantap', 'boos']",positive,6
HP yg ku pake dan yg ku pegang,hp yg ku pake yg ku pegang,"['hp', 'yg', 'ku', 'pake', 'yg', 'ku', 'pegang']",negative,-2
ada iklan gk di infinix hot11s nfc?,iklan gk infinix hots nfc,"['iklan', 'gk', 'infinix', 'hots', 'nfc']",neutral,0
Infinix hot 12 pro sama infinix hot 11S nfc bagusan mana bang,infinix hot pro infinix hot s nfc bagus bang,"['infinix', 'hot', 'pro', 'infinix', 'hot', 's', 'nfc', 'bagus', 'bang']",negative,-10
Bang saya baru beli ni hp ko kya terasa cepat hbs baterai nya ya?,bang beli ni hp ko kya cepat hbs baterai nya ya,"['bang', 'beli', 'ni', 'hp', 'ko', 'kya', 'cepat', 'hbs', 'baterai', 'nya', 'ya']",positive,0
coba layarnya jadiin 60hz,coba layar jadiin hz,"['coba', 'layar', 'jadiin', 'hz']",positive,1
kalo 90hz pasti boros,kalo hz boros,"['kalo', 'hz', 'boros']",negative,-5
Setelah gua lihat bang David Review Insyaallah Bulan depan Ganti hp,gua lihat bang david review insyaallah ganti hp,"['gua', 'lihat', 'bang', 'david', 'review', 'insyaallah', 'ganti', 'hp']",positive,2
Kan ada apk DS bng buat ngerasin suara nya tinggal di aktipin ajh,apk ds bng ngerasin suara nya tinggal aktipin ajh,"['apk', 'ds', 'bng', 'ngerasin', 'suara', 'nya', 'tinggal', 'aktipin', 'ajh']",positive,-1
dpt update android terbaru ga ya.?,dpt update android baru ga ya,"['dpt', 'update', 'android', 'baru', 'ga', 'ya']",positive,4
Pengalaman ane pke infinix hot 11s selama beberapa bulan performa tetap mantap! 👍,alam ane pke infinix hot s performa mantap,"['alam', 'ane', 'pke', 'infinix', 'hot', 's', 'performa', 'mantap']",positive,2
Yaelah baru beberap bulan kirain ada setaun cuk,yaelah beberap kirain taun cuk,"['yaelah', 'beberap', 'kirain', 'taun', 'cuk']",negative,-5
@@generasiterakhir7384 udah 6bulan aman gaes,generasiterakhir udah aman gaes,"['generasiterakhir', 'udah', 'aman', 'gaes']",neutral,0
@@imamalmusthofa belum ada tanda kelemahan nya kah dibanding sekelasnya,imamalmusthofa tanda lemah nya kah banding kelas,"['imamalmusthofa', 'tanda', 'lemah', 'nya', 'kah', 'banding', 'kelas']",positive,-4
gimana sekrng?,gimana sekrng,"['gimana', 'sekrng']",neutral,0
@@Nuraeni-qb7fr aman msh normal smua udh 1th lebih,nuraeniqbfr aman msh normal smua udh th,"['nuraeniqbfr', 'aman', 'msh', 'normal', 'smua', 'udh', 'th']",positive,1
@@Nuraeni-qb7fr tp mending ambil infinix tipe baru speknya lebih mantap,nuraeniqbfr tp mending ambil infinix tipe speknya mantap,"['nuraeniqbfr', 'tp', 'mending', 'ambil', 'infinix', 'tipe', 'speknya', 'mantap']",positive,-1
Saya mau bli barangnya gimna bg blinya,bli barang gimna bg blinya,"['bli', 'barang', 'gimna', 'bg', 'blinya']",neutral,0
bisa di beli di toko online/offline,beli toko onlineoffline,"['beli', 'toko', 'onlineoffline']",positive,-1
"Kalo gak mau ribet,, beli iPhone adick"".. nabung dari sekarang dek...",kalo gak ribet beli iphone adick nabung dek,"['kalo', 'gak', 'ribet', 'beli', 'iphone', 'adick', 'nabung', 'dek']",negative,-5
bener 🤣🤣,bener,['bener'],positive,2
Mending ditabung buat VGA uangnya daripada beli hp overpriced,mending tabung vga uang beli hp overpriced,"['mending', 'tabung', 'vga', 'uang', 'beli', 'hp', 'overpriced']",positive,1
"Kemahalan kalo buat gaming, itu juga minimal XS max ke atas. Di bawah itu batre cepet habis.",mahal kalo gaming minimal xs max batre cepet habis,"['mahal', 'kalo', 'gaming', 'minimal', 'xs', 'max', 'batre', 'cepet', 'habis']",positive,0
"Aku udh pake Infinix Hot 11s NFC 4/46 sejak Maret 2022. Beli baru. Aku nemu beberapa kekurangan nya:
1. Finger print udh mati & hilang dari menu pengaturan di Bulan Juni 2022
2. Buat rekam video, suaranya terdengar kaya di jauh bgt gitu",udh pake infinix hot s nfc maret beli nemu kurang nya finger print udh mati hilang menu atur juni rekam video suara dengar kaya bgt gitu,"['udh', 'pake', 'infinix', 'hot', 's', 'nfc', 'maret', 'beli', 'nemu', 'kurang', 'nya', 'finger', 'print', 'udh', 'mati', 'hilang', 'menu', 'atur', 'juni', 'rekam', 'video', 'suara', 'dengar', 'kaya', 'bgt', 'gitu']",positive,-10
"Klo finger print mati/tiba"" hlng Itu karna update brunya mas . gw aj hmpir update gegara denger isu update-an skrng ad bug di bgian finger printnya .",klo finger print matitiba hlng karna update brunya mas gw aj hmpir update gegara denger isu updatean skrng ad bug bgian finger printnya,"['klo', 'finger', 'print', 'matitiba', 'hlng', 'karna', 'update', 'brunya', 'mas', 'gw', 'aj', 'hmpir', 'update', 'gegara', 'denger', 'isu', 'updatean', 'skrng', 'ad', 'bug', 'bgian', 'finger', 'printnya']",negative,-7
Moga2 windah bocil nonton Vidio ini awokawok😂,moga windah bocil nonton vidio awokawok,"['moga', 'windah', 'bocil', 'nonton', 'vidio', 'awokawok']",positive,1
Kaya nya ada logo x warna biru.,kaya nya logo x warna biru,"['kaya', 'nya', 'logo', 'x', 'warna', 'biru']",positive,0
Rekomendasi paling wort yg mana ya bang?? Milih infinix 11S apa Xiaomi redmi 10?,rekomendasi wort yg ya bang milih infinix s xiaomi redmi,"['rekomendasi', 'wort', 'yg', 'ya', 'bang', 'milih', 'infinix', 's', 'xiaomi', 'redmi']",positive,2
"Klo dari banyak review2 soal perbandingan sih jelas hot11s nfc, redmi 10 lebih panas dan game bnyk lag walaupun chipset sama
apalagi redmi 10 gk ada nfc",klo review banding sih hots nfc redmi panas game bnyk lag chipset redmi gk nfc,"['klo', 'review', 'banding', 'sih', 'hots', 'nfc', 'redmi', 'panas', 'game', 'bnyk', 'lag', 'chipset', 'redmi', 'gk', 'nfc']",positive,3
"bang  kalau pilih antara infinix note 11 nfc atau hot 11 s nfc,enak yg mana, thanks tuk infonya",bang pilih infinix note nfc hot s nfcenak yg thanks tuk info,"['bang', 'pilih', 'infinix', 'note', 'nfc', 'hot', 's', 'nfcenak', 'yg', 'thanks', 'tuk', 'info']",negative,-6
note,note,['note'],neutral,0
Bang harganya berapa?,bang harga,"['bang', 'harga']",positive,3
"di toko online sekitar 2-2,1jt, kalau di offline 2,1-2,2jt",toko online jt offline jt,"['toko', 'online', 'jt', 'offline', 'jt']",neutral,0
infinix hot 11s nfc sma redmi 10c bagusan mana klo buat gaming?,infinix hot s nfc sma redmi c bagus klo gaming,"['infinix', 'hot', 's', 'nfc', 'sma', 'redmi', 'c', 'bagus', 'klo', 'gaming']",negative,-6
Infinik,infinik,['infinik'],neutral,0
@@yoeehy9760 bukanya sd sma media teck lbih bagusan sd y banh?,yoeehy buka sd sma media teck lbih bagus sd y banh,"['yoeehy', 'buka', 'sd', 'sma', 'media', 'teck', 'lbih', 'bagus', 'sd', 'y', 'banh']",positive,-2
"@@donghuaunivers5465 iya , tapikan meski redmi 10c pake Snapdragon trus harganya 1 jutaan tapi banyak juga yg di korbankan ... Karena hp 1-2 jutaan tuh banyak plus-minus nya , jadi bingung",donghuaunivers iya tapi redmi c pake snapdragon trus harga juta yg korban hp juta tuh plusminus nya bingung,"['donghuaunivers', 'iya', 'tapi', 'redmi', 'c', 'pake', 'snapdragon', 'trus', 'harga', 'juta', 'yg', 'korban', 'hp', 'juta', 'tuh', 'plusminus', 'nya', 'bingung']",positive,3
Toko abang ada d shopee juga kah,toko abang d shopee kah,"['toko', 'abang', 'd', 'shopee', 'kah']",neutral,0
"Please kasih saran donk pilih mana 
Infinix hot 11s NFC apa Redmi Note 10s?? Sumpah gue galau bgt ini 🙏🙏🙏",please kasih saran donk pilih infinix hot s nfc redmi note s sumpah gue galau bgt,"['please', 'kasih', 'saran', 'donk', 'pilih', 'infinix', 'hot', 's', 'nfc', 'redmi', 'note', 's', 'sumpah', 'gue', 'galau', 'bgt']",negative,-9
Sama bang lu jadinya beli apa redmi apa infinix,bang lu beli redmi infinix,"['bang', 'lu', 'beli', 'redmi', 'infinix']",positive,-1
"@@_EireldAlifiandy belum beli bro,ini duit 3jt gue masih idle,masih galau bgt gue antara 2 hp itu",eireldalifiandy beli broini duit jt gue idlemasih galau bgt gue hp,"['eireldalifiandy', 'beli', 'broini', 'duit', 'jt', 'gue', 'idlemasih', 'galau', 'bgt', 'gue', 'hp']",positive,-1
@@ThePiko88 x3pro,thepiko xpro,"['thepiko', 'xpro']",neutral,0
"Sore bang,
Bang izin bertanya,
Lebih rekomen ""snapdragon"" atau ""helioteg"".??? 
Terimakasih....",sore bang bang izin rekomen snapdragon helioteg terimakasih,"['sore', 'bang', 'bang', 'izin', 'rekomen', 'snapdragon', 'helioteg', 'terimakasih']",positive,1
snapdragon,snapdragon,['snapdragon'],neutral,0
"Apple bionic, puasSssssssssssssssssssss see ssssss",apple bionic puassssssssssssssssssssss see ssssss,"['apple', 'bionic', 'puassssssssssssssssssssss', 'see', 'ssssss']",neutral,0
Ada gak ram 11,gak ram,"['gak', 'ram']",neutral,0
ram 11 darimana,ram darimana,"['ram', 'darimana']",neutral,0
Harganya berapa bang kalo ram 11,harga bang kalo ram,"['harga', 'bang', 'kalo', 'ram']",positive,3
yg ada ram 4/64 sama 6/128,yg ram,"['yg', 'ram']",neutral,0
mending poco m3 pro apa HP ini ges?,mending poco m pro hp ges,"['mending', 'poco', 'm', 'pro', 'hp', 'ges']",positive,-1
iPhone,iphone,['iphone'],neutral,0
infinix hote 11s nfc,infinix hote s nfc,"['infinix', 'hote', 's', 'nfc']",neutral,0
Mending hot 11s atau note 11s ???,mending hot s note s,"['mending', 'hot', 's', 'note', 's']",negative,-5
"jelas note 11s udh helio g96, sedangkan hot 11s masih g88",note s udh hio g hot s g,"['note', 's', 'udh', 'hio', 'g', 'hot', 's', 'g']",negative,-4
"Makasih bang penjelasannya ...
Dri kmren bingung nyari hp yg spek lumyn budget minim. Lngsung troli",makasih bang jelas dri kmren bingung nyari hp yg spek lumyn budget minim lngsung troli,"['makasih', 'bang', 'jelas', 'dri', 'kmren', 'bingung', 'nyari', 'hp', 'yg', 'spek', 'lumyn', 'budget', 'minim', 'lngsung', 'troli']",neutral,-3
"Tanya dong buat siapa aja yg tau.. antara infinix hot 11s sama infinix note 11 nfc kalo untuk daily user dan ngandelin ke kamera lebih oke mana guys?
Pliss bantu jawab, lg kepepet suruh milih huhuu
Thank uuu",aja yg tau infinix hot s infinix note nfc kalo daily user ngandelin kamera oke guys pliss bantu lg pepet suruh milih huhuu thank uuu,"['aja', 'yg', 'tau', 'infinix', 'hot', 's', 'infinix', 'note', 'nfc', 'kalo', 'daily', 'user', 'ngandelin', 'kamera', 'oke', 'guys', 'pliss', 'bantu', 'lg', 'pepet', 'suruh', 'milih', 'huhuu', 'thank', 'uuu']",negative,-14
note 11,note,['note'],neutral,0
Review pemakaian terkini dong. Saya rencana mau ambil buat main game. 🙏,review pakai kini rencana ambil main game,"['review', 'pakai', 'kini', 'rencana', 'ambil', 'main', 'game']",positive,-2
"Waktunya menambung, bismillah 2/3 bulan bisa beli, soalnya cuman karyawan pabrik 🙂",tambung bismillah beli cuman karyawan pabrik,"['tambung', 'bismillah', 'beli', 'cuman', 'karyawan', 'pabrik']",positive,6
Nonton di bulan februari Alhamdulillah sekarang bisa kebeli :),nonton februari alhamdulillah kebel,"['nonton', 'februari', 'alhamdulillah', 'kebel']",positive,5
Baterai boros ga bang?,baterai boros ga bang,"['baterai', 'boros', 'ga', 'bang']",negative,-8
"Review real udah pake dari 1 Juli 2022
Ini hp bagus banget sih, murah juga, buat aku kaum mendang mending sangat ramah dikantong.
Udah setaun pake, Alhamdulillah baik baik aja. Ga lemon, batre awet seharian.

Tapi....
Chargernya tiba tiba rusak, padahal baru setaun. Sayang banget, punya ayahku juga belum setaun udah rusak charger nya. Jadi harus beli yang biasa.

Ini gatau karna chargernya atau bukan.
Sekarang tiba tiba sering ke restart sendiri, udah dua kali kaya gitu.
Jadi ga nyaman banget, takut kalau lagi butuh tiba tiba kumat.

Terus batrenya yang biasanya under 70% bisa kuat seharian, hari ini performa nya nurun banget, jadi cepet banget habis batrainya. 

Sedih, padajal baru setaun.
Emang sesuai harga juga kali ya.
Dulu pake samsung taun ketiga baru ada eror eror, ini baru setaun udah begini.
Tapi mungkin karna pemakaaian juga kali ya.
Siangnya emanh aku pake kerja, malem ga berenti nonton film atau scroll sosmed.

Buat yang mau beli buat jangka panjang mending pikir ulang lagi deh.
Mungkin ada tipe yang lebih baik.

Semoga membantu 
Cmiiw",review real udah pake juli hp bagus banget sih murah kaum dang mending ramah kantong udah taun pake alhamdulillah aja ga lemon batre awet hari chargernya rusak taun sayang banget ayah taun udah rusak charger nya beli gatau karna chargernya restart udah kali kaya gitu ga nyaman banget takut butuh kumat batrenya under kuat hari performa nya nurun banget cepet banget habis batrainya sedih padajal taun emang sesuai harga kali ya pake samsung taun tiga eror eror taun udah karna pemakaaian kali ya siang emanh pake kerja malem ga renti nonton film scroll sosmed beli jangka mending pikir ulang deh tipe moga bantu cmiiw,"['review', 'real', 'udah', 'pake', 'juli', 'hp', 'bagus', 'banget', 'sih', 'murah', 'kaum', 'dang', 'mending', 'ramah', 'kantong', 'udah', 'taun', 'pake', 'alhamdulillah', 'aja', 'ga', 'lemon', 'batre', 'awet', 'hari', 'chargernya', 'rusak', 'taun', 'sayang', 'banget', 'ayah', 'taun', 'udah', 'rusak', 'charger', 'nya', 'beli', 'gatau', 'karna', 'chargernya', 'restart', 'udah', 'kali', 'kaya', 'gitu', 'ga', 'nyaman', 'banget', 'takut', 'butuh', 'kumat', 'batrenya', 'under', 'kuat', 'hari', 'performa', 'nya', 'nurun', 'banget', 'cepet', 'banget', 'habis', 'batrainya', 'sedih', 'padajal', 'taun', 'emang', 'sesuai', 'harga', 'kali', 'ya', 'pake', 'samsung', 'taun', 'tiga', 'eror', 'eror', 'taun', 'udah', 'karna', 'pemakaaian', 'kali', 'ya', 'siang', 'emanh', 'pake', 'kerja', 'malem', 'ga', 'renti', 'nonton', 'film', 'scroll', 'sosmed', 'beli', 'jangka', 'mending', 'pikir', 'ulang', 'deh', 'tipe', 'moga', 'bantu', 'cmiiw']",positive,-24
Pemakaian normal setahun udh sering error kak?,pakai normal tahun udh error kak,"['pakai', 'normal', 'tahun', 'udh', 'error', 'kak']",negative,-4
Beli iPhone sekalian,beli iphone,"['beli', 'iphone']",positive,-1
Makasih infonya 🙏,makasih info,"['makasih', 'info']",positive,1
kalo gadget mau lebih awet aktifin jadwal aktif nonaktif setiap hari dan restart minimal seminggu sekali,kalo gadget awet aktifin jadwal aktif nonaktif restart minimal minggu,"['kalo', 'gadget', 'awet', 'aktifin', 'jadwal', 'aktif', 'nonaktif', 'restart', 'minimal', 'minggu']",positive,0
Infinix bukannya punya app bawaan DTS? Buat nguatin suaranya,infinix app bawa dts nguatin suara,"['infinix', 'app', 'bawa', 'dts', 'nguatin', 'suara']",positive,-1
Masih worit ga ya,worit ga ya,"['worit', 'ga', 'ya']",positive,4
"mau tanya bang ,,
saya user iH11s , kalo lgi maen emEL sambil hidup hotspot tiba2 sinyal jdi gk stabil dan ping merah ..
tpi kalo hotspot di matikan sinyal jdi bagus lgi , memang seperti itu atau ada solusi nya gak supaya kalo lg pusrank bisa sambil hidup hotspot tpi ping stabil ..

oh ya , share pengalaman sebelumnya make brand sebelah gak pernah ngalamin yg kyk gni ..

trims 🙏",bang user ihs kalo lgi maen emel hidup hotspot sinyal jdi gk stabil ping merah tpi kalo hotspot mati sinyal jdi bagus lgi solusi nya gak kalo lg pusrank hidup hotspot tpi ping stabil oh ya share alam make brand belah gak ngalamin yg kyk gni trims,"['bang', 'user', 'ihs', 'kalo', 'lgi', 'maen', 'emel', 'hidup', 'hotspot', 'sinyal', 'jdi', 'gk', 'stabil', 'ping', 'merah', 'tpi', 'kalo', 'hotspot', 'mati', 'sinyal', 'jdi', 'bagus', 'lgi', 'solusi', 'nya', 'gak', 'kalo', 'lg', 'pusrank', 'hidup', 'hotspot', 'tpi', 'ping', 'stabil', 'oh', 'ya', 'share', 'alam', 'make', 'brand', 'belah', 'gak', 'ngalamin', 'yg', 'kyk', 'gni', 'trims']",positive,10
"w saranin matikan aja, kalau di hidupin sambil main game nanti kasian hpnya bekerja 2x lipat",w saranin mati aja hidupin main game kasi hpnya x lipat,"['w', 'saranin', 'mati', 'aja', 'hidupin', 'main', 'game', 'kasi', 'hpnya', 'x', 'lipat']",positive,-1
Saran spek wajib buat maen game,saran spek wajib maen game,"['saran', 'spek', 'wajib', 'maen', 'game']",positive,2
X3PRO paket lengkap,xpro paket lengkap,"['xpro', 'paket', 'lengkap']",positive,3
klo infinix hot 12i kira2 nambah brp duit ya buat ke infinix hot 11s nfc?,klo infinix hot i nambah brp duit ya infinix hot s nfc,"['klo', 'infinix', 'hot', 'i', 'nambah', 'brp', 'duit', 'ya', 'infinix', 'hot', 's', 'nfc']",negative,-4
akhirnya bisa beli ni hp,beli ni hp,"['beli', 'ni', 'hp']",positive,-1
Hp gw ini ada yang sama,hp gw,"['hp', 'gw']",neutral,0
Mending infinix 11s atau xiaomi 10s y,mending infinix s xiaomi s y,"['mending', 'infinix', 's', 'xiaomi', 's', 'y']",positive,-1
redmi note 10s kah?,redmi note s kah,"['redmi', 'note', 's', 'kah']",neutral,0
Pengen beli hp infinix lagi tapi hp saya note 7 saja sampai sekarang masih puas banget,ken beli hp infinix hp note puas banget,"['ken', 'beli', 'hp', 'infinix', 'hp', 'note', 'puas', 'banget']",positive,4
Cuma speaker sih yang gua keluhin kalo buat nonton YouTube keras kalo buat main game kecil banget,speaker sih gua keluhin kalo nonton youtube keras kalo main game banget,"['speaker', 'sih', 'gua', 'keluhin', 'kalo', 'nonton', 'youtube', 'keras', 'kalo', 'main', 'game', 'banget']",positive,0
Hp mengecewakan..,hp kecewa,"['hp', 'kecewa']",neutral,0
"Aku udah pake ini kurang lebih mau ke 7 bulan.. menurutku ini hp emang paket komplit dengan harga 2 jutaan. karena user iPhone dan butuh hp android untuk install satu aplikasi yg ga ada di IOS, terus direkomenin hp ini. Awalnya sempet ragu karena baru dengar brand ini🤣 pas dipake malah nyaman dan suka banget sama UI/UX nya. 
Intinya ini hp murah tapi fiturnya banyak dan ga murahan. Kalau kamera ya lumayan yaa.  Paling penting ga lemot/ngelag hehehe",udah pake turut hp emang paket komplit harga juta user iphone butuh hp android install aplikasi yg ga ios direkomenin hp sempet ragu dengar brand pas dipake nyaman suka banget uiux nya inti hp murah fiturnya ga murah kamera ya lumayan yaa ga lemotngelag hehehe,"['udah', 'pake', 'turut', 'hp', 'emang', 'paket', 'komplit', 'harga', 'juta', 'user', 'iphone', 'butuh', 'hp', 'android', 'install', 'aplikasi', 'yg', 'ga', 'ios', 'direkomenin', 'hp', 'sempet', 'ragu', 'dengar', 'brand', 'pas', 'dipake', 'nyaman', 'suka', 'banget', 'uiux', 'nya', 'inti', 'hp', 'murah', 'fiturnya', 'ga', 'murah', 'kamera', 'ya', 'lumayan', 'yaa', 'ga', 'lemotngelag', 'hehehe']",positive,11
Klo buat game mantep ga bang?,klo game mantep ga bang,"['klo', 'game', 'mantep', 'ga', 'bang']",positive,2
Dan menurut kamu selama 7bln pemakaian kekurangan nya apa?,bln pakai kurang nya,"['bln', 'pakai', 'kurang', 'nya']",negative,-3
Nfc nya fungsi g bang,nfc nya fungsi g bang,"['nfc', 'nya', 'fungsi', 'g', 'bang']",neutral,0
Kamera gmna bg?,kamera gmna bg,"['kamera', 'gmna', 'bg']",neutral,0
Gw pake infinix kurang enak di layar kegedean sama beratnya dan speker parah dah,gw pake infinix enak layar gede berat speker parah dah,"['gw', 'pake', 'infinix', 'enak', 'layar', 'gede', 'berat', 'speker', 'parah', 'dah']",negative,-7
